station,latitude,longitude,aqi,timestamp
"Loni, Ghaziabad, India",28.757294,77.278792,184,2026-03-08 16:28:26.739734
"Sector - 62, Noida, India",28.6245479,77.3577104,125,2026-03-08 16:28:26.739735
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,159,2026-03-08 16:28:26.739736
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,-,2026-03-08 16:28:26.739736
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,170,2026-03-08 16:28:26.739737
"Sector-51, Gurugram, India",28.4227,77.0667,172,2026-03-08 16:28:26.739738
"Teri Gram, Gurugram, India",28.4275,77.1465,999,2026-03-08 16:53:59.798700
"Sector-1, Noida, India",28.5898,77.3101,118,2026-03-08 16:53:59.798705
"DTU, Delhi, Delhi, India",28.749722,77.116281,115,2026-03-08 16:53:59.798706
"Indirapuram, Ghaziabad, India",28.646233,77.358075,123,2026-03-08 16:53:59.798707
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,165,2026-03-08 16:53:59.798708
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,175,2026-03-08 16:53:59.798709
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,126,2026-03-08 16:53:59.798710
"ITO, Delhi, Delhi, India",28.628577,77.241036,118,2026-03-08 16:53:59.798711
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,184,2026-03-08 16:53:59.798712
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,174,2026-03-08 16:53:59.798713
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,165,2026-03-08 16:53:59.798716
"Sector-116, Noida, India",28.56923,77.393848,132,2026-03-08 16:53:59.798717
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,161,2026-03-08 16:53:59.798717
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,142,2026-03-08 16:53:59.798718
"Pusa, Delhi, Delhi, India",28.636997,77.172248,164,2026-03-08 16:53:59.798719
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,179,2026-03-08 16:53:59.798720
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,230,2026-03-08 16:53:59.798721
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,153,2026-03-08 16:53:59.798722
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,117,2026-03-08 16:53:59.798723
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,167,2026-03-08 16:53:59.798724
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,181,2026-03-08 16:53:59.798725
"Sector - 62, Noida, India",28.6245479,77.3577104,125,2026-03-08 16:53:59.798726
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,305,2026-03-08 16:53:59.798726
"Sector - 125, Noida, India",28.5447608,77.3231257,135,2026-03-08 16:53:59.798729
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,160,2026-03-08 16:53:59.798730
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,164,2026-03-08 16:53:59.798731
"Mundka, Delhi, Delhi, India",28.68241,77.030469,169,2026-03-08 16:53:59.798732
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 16:53:59.798732
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,95,2026-03-08 16:53:59.798733
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,148,2026-03-08 16:53:59.798734
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,164,2026-03-08 16:53:59.798735
"Loni, Ghaziabad, India",28.757294,77.278792,184,2026-03-08 16:53:59.798736
"Narela, Delhi, Delhi, India",28.820629,77.101099,174,2026-03-08 16:53:59.798737
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,157,2026-03-08 16:53:59.798739
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,152,2026-03-08 16:53:59.798740
"Sector-51, Gurugram, India",28.4227,77.0667,172,2026-03-08 16:53:59.798741
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,166,2026-03-08 16:53:59.798742
"Sector 30, Faridabad, India",28.4417,77.3217,2,2026-03-08 16:53:59.798743
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,121,2026-03-08 16:53:59.798744
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,181,2026-03-08 16:53:59.798745
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,145,2026-03-08 16:53:59.798746
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,167,2026-03-08 16:53:59.798747
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,133,2026-03-08 16:53:59.798748
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,157,2026-03-08 16:53:59.798748
"Alipur, Delhi, Delhi, India",28.815691,77.152491,165,2026-03-08 16:53:59.798749
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,139,2026-03-08 16:53:59.798750
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,481,2026-03-08 16:53:59.798751
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,148,2026-03-08 17:22:30.706068
"Sector-1, Noida, India",28.5898,77.3101,118,2026-03-08 17:22:30.706072
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,157,2026-03-08 17:22:30.706073
"Pusa, Delhi, Delhi, India",28.636997,77.172248,164,2026-03-08 17:22:30.706074
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,179,2026-03-08 17:22:30.706074
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 17:22:30.706075
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,157,2026-03-08 17:22:30.706076
"Sector-116, Noida, India",28.56923,77.393848,132,2026-03-08 17:22:30.706076
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,481,2026-03-08 17:22:30.706077
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,184,2026-03-08 17:22:30.706078
"Alipur, Delhi, Delhi, India",28.815691,77.152491,165,2026-03-08 17:22:30.706080
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,160,2026-03-08 17:22:30.706081
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,139,2026-03-08 17:22:30.706081
"Indirapuram, Ghaziabad, India",28.646233,77.358075,123,2026-03-08 17:22:30.706082
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,165,2026-03-08 17:22:30.706083
"Sector 30, Faridabad, India",28.4417,77.3217,2,2026-03-08 17:22:30.706085
"Sector - 125, Noida, India",28.5447608,77.3231257,135,2026-03-08 17:22:30.706086
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,175,2026-03-08 17:22:30.706086
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,181,2026-03-08 17:22:30.706087
"ITO, Delhi, Delhi, India",28.628577,77.241036,118,2026-03-08 17:22:30.706088
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,126,2026-03-08 17:22:30.706088
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,145,2026-03-08 17:22:30.706089
"Loni, Ghaziabad, India",28.757294,77.278792,184,2026-03-08 17:22:30.706089
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,230,2026-03-08 17:22:30.706090
"DTU, Delhi, Delhi, India",28.749722,77.116281,115,2026-03-08 17:22:30.706091
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,152,2026-03-08 17:22:30.706091
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,121,2026-03-08 17:22:30.706092
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,164,2026-03-08 17:22:30.706092
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,167,2026-03-08 17:22:30.706093
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,181,2026-03-08 17:22:30.706094
"Narela, Delhi, Delhi, India",28.820629,77.101099,174,2026-03-08 17:22:30.706094
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,133,2026-03-08 17:22:30.706095
"Sector - 62, Noida, India",28.6245479,77.3577104,125,2026-03-08 17:22:30.706095
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,153,2026-03-08 17:22:30.706103
"Sector-51, Gurugram, India",28.4227,77.0667,172,2026-03-08 17:22:30.706104
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,117,2026-03-08 17:22:30.706104
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,167,2026-03-08 17:22:30.706105
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,174,2026-03-08 17:22:30.706105
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,164,2026-03-08 17:22:30.706106
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,95,2026-03-08 17:22:30.706107
"Teri Gram, Gurugram, India",28.4275,77.1465,999,2026-03-08 17:22:30.706107
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,166,2026-03-08 17:22:30.706108
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,161,2026-03-08 17:22:30.706108
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,305,2026-03-08 17:22:30.706109
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,142,2026-03-08 17:22:30.706110
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,165,2026-03-08 17:22:30.706110
"Mundka, Delhi, Delhi, India",28.68241,77.030469,169,2026-03-08 17:22:30.706111
"Loni, Ghaziabad, India",28.757294,77.278792,186,2026-03-08 17:47:53.662520
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 17:47:53.662525
"Sector - 62, Noida, India",28.6245479,77.3577104,164,2026-03-08 17:47:53.662526
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,171,2026-03-08 17:47:53.662527
"Sector 30, Faridabad, India",28.4417,77.3217,2,2026-03-08 17:47:53.662528
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,186,2026-03-08 17:47:53.662529
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,174,2026-03-08 17:47:53.662530
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,172,2026-03-08 17:47:53.662530
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,280,2026-03-08 17:47:53.662531
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,176,2026-03-08 17:47:53.662532
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,177,2026-03-08 17:47:53.662536
"Narela, Delhi, Delhi, India",28.820629,77.101099,165,2026-03-08 17:47:53.662537
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,185,2026-03-08 17:47:53.662537
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,174,2026-03-08 17:47:53.662538
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,167,2026-03-08 17:47:53.662539
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,158,2026-03-08 17:47:53.662540
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,106,2026-03-08 17:47:53.662541
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,154,2026-03-08 17:47:53.662541
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,222,2026-03-08 17:47:53.662542
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,187,2026-03-08 17:47:53.662543
"Sector-116, Noida, India",28.56923,77.393848,186,2026-03-08 17:47:53.662544
"Teri Gram, Gurugram, India",28.4275,77.1465,235,2026-03-08 17:47:53.662545
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,160,2026-03-08 17:47:53.662546
"Pusa, Delhi, Delhi, India",28.636997,77.172248,157,2026-03-08 17:47:53.662546
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,186,2026-03-08 17:47:53.662547
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,164,2026-03-08 17:47:53.662548
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,427,2026-03-08 17:47:53.662549
"Mundka, Delhi, Delhi, India",28.68241,77.030469,183,2026-03-08 17:47:53.662550
"Indirapuram, Ghaziabad, India",28.646233,77.358075,194,2026-03-08 17:47:53.662550
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,183,2026-03-08 17:47:53.662551
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,187,2026-03-08 17:47:53.662552
"Sector-1, Noida, India",28.5898,77.3101,178,2026-03-08 17:47:53.662553
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,181,2026-03-08 17:47:53.662553
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,167,2026-03-08 17:47:53.662557
"DTU, Delhi, Delhi, India",28.749722,77.116281,160,2026-03-08 17:47:53.662558
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,157,2026-03-08 17:47:53.662558
"Sector-51, Gurugram, India",28.4227,77.0667,435,2026-03-08 17:47:53.662559
"Sector - 125, Noida, India",28.5447608,77.3231257,202,2026-03-08 17:47:53.662560
"ITO, Delhi, Delhi, India",28.628577,77.241036,175,2026-03-08 17:47:53.662561
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,177,2026-03-08 17:47:53.662561
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,172,2026-03-08 17:47:53.662562
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,182,2026-03-08 17:47:53.662563
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,262,2026-03-08 17:47:53.662564
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,272,2026-03-08 17:47:53.662565
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,166,2026-03-08 17:47:53.662565
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,192,2026-03-08 17:47:53.662566
"Alipur, Delhi, Delhi, India",28.815691,77.152491,179,2026-03-08 17:47:53.662567
"DTU, Delhi, Delhi, India",28.749722,77.116281,162,2026-03-08 18:00:11.412635
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,182,2026-03-08 18:00:11.412638
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,272,2026-03-08 18:00:11.412638
"Sector-51, Gurugram, India",28.4227,77.0667,435,2026-03-08 18:00:11.412639
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,187,2026-03-08 18:00:11.412640
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,160,2026-03-08 18:00:11.412640
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,164,2026-03-08 18:00:11.412641
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,172,2026-03-08 18:00:11.412642
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,175,2026-03-08 18:00:11.412642
"Sector-1, Noida, India",28.5898,77.3101,178,2026-03-08 18:00:11.412643
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,176,2026-03-08 18:00:11.412645
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,169,2026-03-08 18:00:11.412646
"Sector - 125, Noida, India",28.5447608,77.3231257,202,2026-03-08 18:00:11.412646
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,188,2026-03-08 18:00:11.412647
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,222,2026-03-08 18:00:11.412648
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,167,2026-03-08 18:00:11.412648
"Pusa, Delhi, Delhi, India",28.636997,77.172248,156,2026-03-08 18:00:11.412649
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,427,2026-03-08 18:00:11.412649
"Sector - 62, Noida, India",28.6245479,77.3577104,163,2026-03-08 18:00:11.412650
"Teri Gram, Gurugram, India",28.4275,77.1465,235,2026-03-08 18:00:11.412651
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,154,2026-03-08 18:00:11.412651
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,186,2026-03-08 18:00:11.412654
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,166,2026-03-08 18:00:11.412654
"Loni, Ghaziabad, India",28.757294,77.278792,186,2026-03-08 18:00:11.412655
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,157,2026-03-08 18:00:11.412655
"ITO, Delhi, Delhi, India",28.628577,77.241036,174,2026-03-08 18:00:11.412656
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,174,2026-03-08 18:00:11.412656
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,192,2026-03-08 18:00:11.412657
"Mundka, Delhi, Delhi, India",28.68241,77.030469,183,2026-03-08 18:00:11.412658
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,262,2026-03-08 18:00:11.412658
"Indirapuram, Ghaziabad, India",28.646233,77.358075,194,2026-03-08 18:00:11.412659
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,181,2026-03-08 18:00:11.412659
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,158,2026-03-08 18:00:11.412660
"Narela, Delhi, Delhi, India",28.820629,77.101099,165,2026-03-08 18:00:11.412662
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 18:00:11.412663
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,172,2026-03-08 18:00:11.412664
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,167,2026-03-08 18:00:11.412664
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,185,2026-03-08 18:00:11.412665
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,280,2026-03-08 18:00:11.412665
"Sector-116, Noida, India",28.56923,77.393848,186,2026-03-08 18:00:11.412666
"Sector 30, Faridabad, India",28.4417,77.3217,2,2026-03-08 18:00:11.412666
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,183,2026-03-08 18:00:11.412667
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,177,2026-03-08 18:00:11.412668
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,186,2026-03-08 18:00:11.412668
"Alipur, Delhi, Delhi, India",28.815691,77.152491,179,2026-03-08 18:00:11.412669
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,-,2026-03-08 18:00:11.412669
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,177,2026-03-08 18:00:11.412670
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,236,2026-03-08 18:49:17.216088
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",28.620171,77.287705,180,2026-03-08 18:49:17.216092
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,164,2026-03-08 18:49:17.216094
"Burari Crossing, Delhi, Delhi, India",28.725646,77.203384,174,2026-03-08 18:49:17.216094
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 18:49:17.216095
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,182,2026-03-08 18:49:17.216096
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,177,2026-03-08 18:49:17.216097
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,180,2026-03-08 18:49:17.216098
"Sector - 125, Noida, India",28.5447608,77.3231257,174,2026-03-08 18:49:17.216099
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,181,2026-03-08 18:49:17.216100
"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India",28.732743,77.118788,202,2026-03-08 18:49:17.216103
"Narela, Delhi, Delhi, India",28.820629,77.101099,163,2026-03-08 18:49:17.216104
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,194,2026-03-08 18:49:17.216105
"Sector - 62, Noida, India",28.6245479,77.3577104,163,2026-03-08 18:49:17.216105
"Pusa, Delhi, Delhi, India",28.636997,77.172248,160,2026-03-08 18:49:17.216106
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,164,2026-03-08 18:49:17.216107
"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.576909,77.075898,303,2026-03-08 18:49:17.216108
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,201,2026-03-08 18:49:17.216109
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.672114,77.313832,182,2026-03-08 18:49:17.216110
"Loni, Ghaziabad, India",28.757294,77.278792,193,2026-03-08 18:49:17.216110
"Mundka, Delhi, Delhi, India",28.68241,77.030469,304,2026-03-08 18:49:17.216111
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,209,2026-03-08 18:49:17.216112
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,336,2026-03-08 18:49:17.216113
"Sector-116, Noida, India",28.56923,77.393848,187,2026-03-08 18:49:17.216114
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,272,2026-03-08 18:49:17.216114
"Sector 30, Faridabad, India",28.4417,77.3217,2,2026-03-08 18:49:17.216115
"Teri Gram, Gurugram, India",28.4275,77.1465,176,2026-03-08 18:49:17.216116
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,181,2026-03-08 18:49:17.216117
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,155,2026-03-08 18:49:17.216118
"Alipur, Delhi, Delhi, India",28.815691,77.152491,190,2026-03-08 18:49:17.216118
"DTU, Delhi, Delhi, India",28.749722,77.116281,170,2026-03-08 18:49:17.216119
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,175,2026-03-08 18:49:17.216120
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,180,2026-03-08 18:49:17.216121
"Sector-51, Gurugram, India",28.4227,77.0667,453,2026-03-08 18:49:17.216124
"Sector-1, Noida, India",28.5898,77.3101,180,2026-03-08 18:49:17.216125
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",28.582846,77.234366,179,2026-03-08 18:49:17.216126
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,156,2026-03-08 18:49:17.216127
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,170,2026-03-08 18:49:17.216127
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,445,2026-03-08 18:49:17.216128
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,184,2026-03-08 18:49:17.216129
"ITO, Delhi, Delhi, India",28.628577,77.241036,174,2026-03-08 18:49:17.216130
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,186,2026-03-08 18:49:17.216131
"Indirapuram, Ghaziabad, India",28.646233,77.358075,205,2026-03-08 18:49:17.216131
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,192,2026-03-08 18:49:17.216132
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,-,2026-03-08 18:49:17.216133
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,175,2026-03-08 18:49:17.216134
"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",28.572714,76.933433,164,2026-03-08 18:49:17.216135
"DITE Okhla, Delhi, Delhi, India",28.531314,77.270686,180,2026-03-08 19:13:14.144704
"Sector-1, Noida, India",28.5898,77.3101,180,2026-03-08 19:13:14.144708
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",28.700505,77.165603,175,2026-03-08 19:13:14.144709
"Vikas Sadan Gurgaon, Gurgaon, India",28.4501238,77.0263051,265,2026-03-08 19:13:14.144709
"NISE Gwal Pahari, Gurugram, India",28.422681,77.148944,179,2026-03-08 19:13:14.144710
"Knowledge Park - V, Greater Noida, India",28.557054,77.453663,445,2026-03-08 19:13:14.144711
"Sector-116, Noida, India",28.56923,77.393848,187,2026-03-08 19:13:14.144711
"Teri Gram, Gurugram, India",28.4275,77.1465,176,2026-03-08 19:13:14.144712
"Anand Vihar, Delhi, Delhi, India",28.6508,77.3152,184,2026-03-08 19:13:14.144712
"Lodhi Road, Delhi, Delhi, India",28.589701,77.221917,159,2026-03-08 19:13:14.144713
"Shadipur, Delhi, Delhi, India",28.65155278,77.15804167,336,2026-03-08 19:13:14.144715
"Knowledge Park - III, Greater Noida, India",28.47272,77.482,236,2026-03-08 19:13:14.144716
"Vasundhara, Ghaziabad, India",28.6603346,77.3572563,180,2026-03-08 19:13:14.144716
"R.K. Puram, Delhi, Delhi, India",28.5648,77.1744,201,2026-03-08 19:13:14.144717
"Pusa, Delhi, Delhi, India",28.636997,77.172248,160,2026-03-08 19:13:14.144717
"ITI Jahangirpuri, Delhi, Delhi, India",28.733016,77.17197,170,2026-03-08 19:13:14.144718
"Loni, Ghaziabad, India",28.757294,77.278792,193,2026-03-08 19:13:14.144718
"Arya Nagar, Bahadurgarh, India",28.6701,76.9254,182,2026-03-08 19:13:14.144719
"CRRI Mathura Road, Delhi, Delhi, India",28.551729,77.275037,196,2026-03-08 19:13:14.144720
"Sector - 125, Noida, India",28.5447608,77.3231257,174,2026-03-08 19:13:14.144720
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",28.566827,77.251418,209,2026-03-08 19:13:14.144721
"Mandir Marg, Delhi, Delhi, India",28.6341,77.2005,-,2026-03-08 19:13:14.144721
"Aya Nagar, Delhi, Delhi, India",28.482888,77.126748,163,2026-03-08 19:13:14.144722
"Punjabi Bagh, Delhi, Delhi, India",28.6683,77.1167,186,2026-03-08 19:13:14.144723
"Narela, Delhi, Delhi, India",28.820629,77.101099,163,2026-03-08 19:13:14.144723
"Sector - 62, Noida, India",28.6245479,77.3577104,161,2026-03-08 19:13:14.144724
"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.499727,77.267095,181,2026-03-08 19:13:14.144725
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",28.612498,77.237388,164,2026-03-08 19:13:14.144725
"Satyawati College, Delhi, Delhi, India",28.69572,77.181295,178,2026-03-08 19:13:14.144726
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",28.710066,77.24622,181,2026-03-08 19:13:14.144726
"DTU, Delhi, Delhi, India",28.749722,77.116281,171,2026-03-08 19:13:14.144727
"Sanjay Nagar, Ghaziabad, India",28.685382,77.453839,194,2026-03-08 19:13:14.144727
"Sri Auribindo Marg, Delhi, Delhi, India",28.528344,77.189304,156,2026-03-08 19:13:14.144728
"Pooth Khurd, Bawana, Delhi, Delhi, India",28.7757959,77.0462514,-,2026-03-08 19:13:14.144730
